,kenteken,voertuigsoort,merk,handelsbenaming,vervaldatum_apk,datum_tenaamstelling,bruto_bpm,inrichting,aantal_zitplaatsen,eerste_kleur,tweede_kleur,aantal_cilinders,cilinderinhoud,massa_ledig_voertuig,toegestane_maximum_massa_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,catalogusprijs,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,plaats_chassisnummer,technische_max_massa_voertuig,type,typegoedkeuringsnummer,variant,uitvoering,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,aantal_rolstoelplaatsen,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,vervaldatum_apk_dt,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,zuinigheidsclassificatie,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,maximum_ondersteunende_snelheid,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,registratie_datum_goedkeuring_afschrijvingsmoment_bpm,registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,laadvermogen,aanhangwagen_autonoom_geremd,aanhangwagen_middenas_geremd,maximale_constructiesnelheid,hoogte_voertuig,type_gasinstallatie,oplegger_geremd,vervaldatum_tachograaf,vervaldatum_tachograaf_dt,europese_voertuigcategorie_toevoeging,europese_uitvoeringcategorie_toevoeging,aerodyn_voorz,massa_alt_aandr,verl_cab_ind,verticale_belasting_koppelpunt_getrokken_voertuig,gem_lading_wrde
837,7ZLF39,Personenauto,MERCEDES-BENZ,C 200 KOMPRESSOR,20241110,20231118,11070,sedan,5,GRIJS,Niet geregistreerd,4,1796,1405,1990,1505,20071015,20150121,Geen verstrekking in Open Data,,Ja,4,4,0,0,0,0,M1,op dwarsbalk v. r. voorzitting,1990,,e1*2001/116*0431*00,H041K0,TZAAA501,0,0.09,276,Nee,Nee,Nee,3790,0,2023,Geen oordeel,05,Ja,2024-11-10T00:00:00.000,2023-11-18T00:00:00.000,2007-10-15T00:00:00.000,2015-01-21T00:00:00.000,D,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,750,1800,,,0,,,,,,,,,,,,,,,,
838,7ZLF40,Personenauto,RENAULT,CLIO,20221218,,875,stationwagen,5,ZWART,Niet geregistreerd,4,1461,1096,1711,1196,20141218,20150203,Geen verstrekking in Open Data,20475,Nee,4,4,0,0,427,0,M1,r. in kofferruimte by reservewiel,1711,R,e2*2001/116*0327*65,7RJL,7RJL0H,0,0.06,259,Ja,Nee,Nee,2611,0,2023,Logisch,00,Nee,2022-12-18T00:00:00.000,,2014-12-18T00:00:00.000,2015-02-03T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,595,1200,,,0,,,,,,,,,,,,,,,,
839,7ZLF42,Personenauto,TOYOTA,TOYOTA VERSO,20241117,20210702,6841,MPV,7,GRIJS,Niet geregistreerd,4,1998,1515,2260,1615,20131113,20150415,Geen verstrekking in Open Data,34434,Ja,4,4,0,0,446,0,M1,r. voorzitting,2260,AR2,e11*2001/116*0350*06,AUR20(WF),AUR20L-GWFEYW(5G),0,0.06,278,Nee,Nee,Nee,3560,0,2023,Geen oordeel,05,Ja,2024-11-17T00:00:00.000,2021-07-02T00:00:00.000,2013-11-13T00:00:00.000,2015-04-15T00:00:00.000,C,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,450,1300,,,0,,,,,,,,,,,,,,,,
840,7ZLF44,Personenauto,SEAT,LEON,20250121,20221214,6855,MPV,5,GRIJS,Niet geregistreerd,4,1390,1224,1819,1324,20100302,20150109,Geen verstrekking in Open Data,28819,Ja,4,4,0,0,432,0,M1,r. onder motorkap,1819,1P,e9*2001/116*0052*20,AFCAXCX01,SGNFM6AJ0080GG,0,0.07,258,Nee,Nee,Nee,3119,0,2023,Geen oordeel,05,Ja,2025-01-21T00:00:00.000,2022-12-14T00:00:00.000,2010-03-02T00:00:00.000,2015-01-09T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,660,1300,,,0,,,,,,,,,,,,,,,,
841,45GTB1,Personenauto,FIAT,FIAT PANDA,20250830,20230717,1116,MPV,4,BLAUW,Niet geregistreerd,4,1242,835,1305,935,20080829,20080829,Geen verstrekking in Open Data,,Ja,4,4,0,0,354,0,M1,r. bodemplaat,1305,169,e3*2001/116*0151*10,AXB1A,01M,1,0.05,230,Nee,Nee,Nee,2105,0,2024,Onlogisch,04,Ja,2025-08-30T00:00:00.000,2023-07-17T00:00:00.000,2008-08-29T00:00:00.000,2008-08-29T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,400,800,,,,,,,,,,,,,,,,,,,
842,7ZLF46,Personenauto,RENAULT,CLIO,20230416,,875,stationwagen,5,GRIJS,Niet geregistreerd,4,1461,1096,1711,1196,20141216,20150212,Geen verstrekking in Open Data,20475,Nee,4,4,0,0,427,0,M1,r. in kofferruimte by reservewiel,1711,R,e2*2001/116*0327*65,7RJL,7RJL0H,0,0.06,259,Ja,Nee,Nee,2611,0,2022,Logisch,00,Nee,2023-04-16T00:00:00.000,,2014-12-16T00:00:00.000,2015-02-12T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,595,1200,,,0,,,,,,,,,,,,,,,,
843,7ZLF47,Personenauto,CITROEN,CITROEN C1,20250317,20201024,89,hatchback,4,BLAUW,Niet geregistreerd,3,998,775,1190,875,20070209,20150126,Geen verstrekking in Open Data,,Ja,4,4,0,0,344,0,M1,r. op bodemplaat by voorzitting,1190,,e11*2001/116*0238*02,NCFA,C,0,0.06,234,Nee,Nee,Nee,0,0,2024,Geen oordeel,05,Ja,2025-03-17T00:00:00.000,2020-10-24T00:00:00.000,2007-02-09T00:00:00.000,2015-01-26T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,0,,,,,,,,,,,,,,,,
844,7ZLF48,Personenauto,HYUNDAI,I20,20241018,20180420,1355,MPV,5,GRIJS,Niet geregistreerd,4,1248,945,1515,1045,20130330,20150306,Geen verstrekking in Open Data,15915,Ja,4,4,0,0,400,0,M1,r. bodemplaat by voorzitting,1515,PBT,e11*2007/46*0129*03,F5P71,M51AZ1,0,0.06,253,Nee,Nee,Nee,2365,0,2023,Geen oordeel,05,Ja,2024-10-18T00:00:00.000,2018-04-20T00:00:00.000,2013-03-30T00:00:00.000,2015-03-06T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,450,850,,,0,,,,,,,,,,,,,,,,
845,7ZLF49,Personenauto,OPEL,CORSA,20250517,20180614,1898,MPV,5,BLAUW,Niet geregistreerd,4,1229,1063,1625,1163,20130503,20150324,Geen verstrekking in Open Data,18507,Ja,4,4,0,0,0,0,M1,op bodemplaat by r. voorzitting,1625,S-D,e1*2001/116*0379*23,KN11,1A06D5B2BDA5,0,0.05,251,Nee,Nee,Nee,2455,0,2024,Geen oordeel,05,Ja,2025-05-17T00:00:00.000,2018-06-14T00:00:00.000,2013-05-03T00:00:00.000,2015-03-24T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,500,850,,,0,,,,,,,,,,,,,,,,
846,45GVP8,Personenauto,FIAT,FIAT PUNTO,20250919,20221109,2493,MPV,4,ZWART,Niet geregistreerd,4,1368,1000,1505,1100,20080919,20080919,Geen verstrekking in Open Data,,Ja,2,4,0,0,403,0,M1,r. op bodemplaat by voorzitting,1505,,e3*2001/116*0217*06,AXB1A,02E,0,0.05,251,Nee,Nee,Nee,2505,0,2024,Logisch,00,Ja,2025-09-19T00:00:00.000,2022-11-09T00:00:00.000,2008-09-19T00:00:00.000,2008-09-19T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,400,1000,,,,,,,,,,,,,,,,,,,
847,7ZLF53,Personenauto,VOLKSWAGEN,GOLF,20250207,20240227,2329,stationwagen,5,WIT,Niet geregistreerd,4,1984,1314,1890,1414,20091106,20150115,Geen verstrekking in Open Data,39750,Ja,2,4,,,,,M1,r. op voorwielscherm onder motorkap,1890,,,,,,0.11,258,Nee,Nee,Nee,3340,,2024,Geen oordeel,05,Ja,2025-02-07T00:00:00.000,2024-02-27T00:00:00.000,2009-11-06T00:00:00.000,2015-01-15T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,700,1400,,,0,,,,,,,,,,,,,,,,
848,7ZLF54,Personenauto,RENAULT,CLIO,20250317,20150109,2278,hatchback,5,WIT,Niet geregistreerd,4,1461,1046,1651,1146,20130218,20150109,Geen verstrekking in Open Data,21333,Ja,4,4,0,0,406,0,M1,r. in kofferruimte by reservewiel,1651,R,e2*2001/116*0327*52,5R04,5R040H,0,0.05,259,Nee,Nee,Nee,2551,0,2024,Geen oordeel,05,Ja,2025-03-17T00:00:00.000,2015-01-09T00:00:00.000,2013-02-18T00:00:00.000,2015-01-09T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,570,1200,,,0,,,,,,,,,,,,,,,,
849,7ZLF55,Personenauto,MERCEDES-BENZ,B 200,20250117,20191224,7784,stationwagen,5,GRIJS,Niet geregistreerd,4,2035,1290,1880,1390,20060131,20150116,Geen verstrekking in Open Data,,Ja,4,4,0,0,0,0,M1,r. tegen schutbord onder motorkap,1880,,e1*2001/116*0314*01,Y23HK2,FZAAA500,0,0.07,278,Nee,Nee,Nee,3380,0,2024,Geen oordeel,05,Ja,2025-01-17T00:00:00.000,2019-12-24T00:00:00.000,2006-01-31T00:00:00.000,2015-01-16T00:00:00.000,C,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,400,1500,,,0,,,,,,,,,,,,,,,,
850,GFB18Z,Personenauto,SUZUKI,VITARA,20260228,,3624,hatchback,5,GRIJS,Niet geregistreerd,4,1373,1135,1730,1235,20180927,,Geen verstrekking in Open Data,40740,Nee,4,4,,,,,M1,,1730,LY,,,,,0.08,250,Nee,Nee,Nee,2930,,2024,Geen oordeel,05,Ja,2026-02-28T00:00:00.000,,2018-09-27T00:00:00.000,,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,400,1200,20240624,2024-06-24T00:00:00.000,,,,,200,,,,,,,,,,,,
851,45BLB6,Bedrijfsauto,DAF,XF 480 FT,20250903,20200123,,opleggertrekker,2,N.v.t.,N.v.t.,6,12902,8378,19500,8478,20180625,20180625,Geen verstrekking in Open Data,,Ja,2,6,0,460,616,255,N3,,20500,H4EN3,e4*2007/46*0001*20,TE205CD6ZZZ,ECA205JMLRSNNKA3355H2,1,0.04,380,Nee,Nee,Nee,50000,0,,Niet geregistreerd,NG,Ja,2025-09-03T00:00:00.000,2020-01-23T00:00:00.000,2018-06-25T00:00:00.000,2018-06-25T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,0,,,,,,,41522,20240826,2024-08-26T00:00:00.000,,,,,,,
852,7ZLF61,Personenauto,PEUGEOT,PEUGEOT 107,20250115,20210816,,hatchback,4,ROOD,Niet geregistreerd,3,998,775,1180,875,20081230,20150115,Geen verstrekking in Open Data,,Ja,2,4,0,0,343,0,M1,r. bodemplaat,1180,P,e11*2001/116*0237*05,MCFA,C,0,0.06,234,Nee,Nee,Nee,0,0,2024,Geen oordeel,05,Ja,2025-01-15T00:00:00.000,2021-08-16T00:00:00.000,2008-12-30T00:00:00.000,2015-01-15T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,0,,,,,,,,,,,,,,,,
853,H620VV,Personenauto,RENAULT,TWINGO,20241204,20240731,1564,hatchback,4,WIT,Niet geregistreerd,3,999,840,1360,940,20151204,20200824,Geen verstrekking in Open Data,14584,Ja,4,4,0,0,360,165,M1,onder r. voorzitting,1360,AH,e2*2007/46*0457*06,B,115,0,0.06,249,Nee,Nee,Nee,0,0,2023,Geen oordeel,05,Ja,2024-12-04T00:00:00.000,2024-07-31T00:00:00.000,2015-12-04T00:00:00.000,2020-08-24T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,156,,,,,,,,,,,
854,7ZLF57,Personenauto,PEUGEOT,208,20240621,20240819,504,hatchback,5,ZWART,Niet geregistreerd,3,999,950,1485,1050,20140331,20150220,Geen verstrekking in Open Data,18436,Ja,4,4,0,0,396,0,M1,r. schutbord,1485,C,e2*2007/46*0070*13,CZMZ,0,0,0.05,254,Nee,Nee,Nee,1935,0,2024,Geen oordeel,05,Ja,2024-06-21T00:00:00.000,2024-08-19T00:00:00.000,2014-03-31T00:00:00.000,2015-02-20T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,450,760,,,0,,,,,,,,,,,,,,,,
855,7ZLF65,Personenauto,VOLKSWAGEN,POLO,20250325,20161010,2685,hatchback,5,ZWART,Niet geregistreerd,4,1197,988,1570,1088,20110218,20150325,Geen verstrekking in Open Data,22645,Ja,4,4,0,0,0,0,M1,r. motorruimte,1570,6R,e1*2001/116*0510*04,ABCBZB,FM6FM62U008LLNVR07MG,0,0.07,246,Nee,Nee,Nee,2805,0,2024,Geen oordeel,05,Ja,2025-03-25T00:00:00.000,2016-10-10T00:00:00.000,2011-02-18T00:00:00.000,2015-03-25T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,540,1200,,,0,,,,,,,,,,,,,,,,
856,45BNB8,Bedrijfsauto,SCANIA,S500,20250207,20230217,,opleggertrekker,2,N.v.t.,N.v.t.,6,12742,8762,19500,8862,20190426,20190426,Geen verstrekking in Open Data,,Ja,0,6,0,455,596,255,N3,,21000,N323,e4*2007/46*1128*09,S5W1801302AB3AX,H500OA211F1001D,0,0.04,375,Nee,Nee,Nee,50000,0,,Niet geregistreerd,NG,Ja,2025-02-07T00:00:00.000,2023-02-17T00:00:00.000,2019-04-26T00:00:00.000,2019-04-26T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,750,,,,0,,,,,,,41138,20260830,2026-08-30T00:00:00.000,,,,,,,
857,7ZLF69,Personenauto,RENAULT,MEGANE,20241016,20150116,4560,coupe,5,BLAUW,Niet geregistreerd,4,1397,1170,1728,1270,20100218,20150116,Geen verstrekking in Open Data,23611,Ja,2,4,0,0,430,0,M1,r. deurstyl,1728,Z,e2*2001/116*0373*07,DZ0F,DZ0F06,0,0.08,264,Nee,Nee,Nee,3028,0,2023,Geen oordeel,05,Ja,2024-10-16T00:00:00.000,2015-01-16T00:00:00.000,2010-02-18T00:00:00.000,2015-01-16T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,635,1300,,,0,,,,,,,,,,,,,,,,
858,7ZLF71,Personenauto,TOYOTA,TOYOTA COROLLA VERSO,,,7368,stationwagen,5,GRIJS,Niet geregistreerd,4,1995,1315,1835,1415,20020624,20150109,Geen verstrekking in Open Data,,Nee,4,4,0,0,0,0,M1,midden op schutbord onder motorkap,1835,,e11*98/14*0178*00,CDE120(W),CDE120L-FWMDYW(1A),0,0.05,260,Ja,Nee,Nee,3185,0,2022,Onlogisch,04,Nee,,,2002-06-24T00:00:00.000,2015-01-09T00:00:00.000,E,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,450,1350,,,0,,,,,,,,,,,,,,,,
859,7ZLF72,Personenauto,VOLKSWAGEN,GOLF PLUS,20250207,20210120,5970,MPV,5,GRIJS,Niet geregistreerd,4,1595,1283,1920,1383,20070903,20150109,Geen verstrekking in Open Data,,Ja,4,4,0,0,0,0,M1,op r. schroefveerkoker onder motorkap,1920,1KP,e1*2001/116*0304*10,AFBSEX0,FM5FM5AF013N0GGN1,0,0.05,257,Nee,Nee,Nee,3120,0,2024,Geen oordeel,05,Ja,2025-02-07T00:00:00.000,2021-01-20T00:00:00.000,2007-09-03T00:00:00.000,2015-01-09T00:00:00.000,D,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,690,1200,,,0,,,,,,,,,,,,,,,,
860,7ZLF74,Personenauto,BMW,316D,20250116,20150109,4272,stationwagen,5,GRIJS,Niet geregistreerd,4,1995,1450,2025,1550,20130328,20150109,Geen verstrekking in Open Data,46778,Ja,4,4,0,0,462,0,M1,r. motorruimte,2025,3K,e1*2007/46*0315*07,3K91,5H100,0,0.05,281,Nee,Nee,Nee,3700,0,2024,Geen oordeel,05,Ja,2025-01-16T00:00:00.000,2015-01-09T00:00:00.000,2013-03-28T00:00:00.000,2015-01-09T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,745,1600,,,0,,,,,,,,,,,,,,,,
861,7ZLF75,Personenauto,FORD,FOCUS,20250523,20190705,1725,stationwagen,5,ZWART,Niet geregistreerd,3,998,1216,1900,1316,20140523,20150312,Geen verstrekking in Open Data,24815,Ja,4,4,0,0,0,0,M1,r. bodemplaat,1900,DYB,e13*2007/46*1138*12,M1DA1L,5CGAMC,0,0.07,265,Nee,Nee,Nee,3100,0,2024,Geen oordeel,05,Ja,2025-05-23T00:00:00.000,2019-07-05T00:00:00.000,2014-05-23T00:00:00.000,2015-03-12T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,655,1200,,,0,,,,,,,,,,,,,,,,
862,7ZLF77,Personenauto,VOLKSWAGEN,UP,20241027,20151213,241,hatchback,4,ROOD,Niet geregistreerd,3,999,832,1290,932,20131025,20150109,Geen verstrekking in Open Data,16230,Ja,4,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*09,ABCHYB,FS5FS5CT0067MJVR0N1SVW,0,0.06,241,Nee,Nee,Nee,0,0,2023,Geen oordeel,05,Ja,2024-10-27T00:00:00.000,2015-12-13T00:00:00.000,2013-10-25T00:00:00.000,2015-01-09T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,0,,,,,,,,,,,,,,,,
863,7ZLF80,Personenauto,VOLKSWAGEN,SCIROCCO,20240904,20231027,1603,coupe,4,ZWART,Niet geregistreerd,4,1390,1246,1720,1346,20090710,20150109,Geen verstrekking in Open Data,30435,Ja,2,4,0,0,426,0,M1,op r. schroefveerkoker onder motorkap,1720,13,e1*2001/116*0471*04,ADCAVD,FM6FM62S0227MGN1,0,0.09,258,Nee,Nee,Nee,0,0,2023,Geen oordeel,05,Ja,2024-09-04T00:00:00.000,2023-10-27T00:00:00.000,2009-07-10T00:00:00.000,2015-01-09T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,0,,,,,,,,,,,,,,,,
864,7ZLF81,Personenauto,OPEL,CORSA,20250503,20220817,1461,MPV,5,BRUIN,Niet geregistreerd,4,1229,1063,1625,1163,20130503,20150327,Geen verstrekking in Open Data,18495,Ja,4,4,0,0,0,0,M1,op bodemplaat by r. voorzitting,1625,S-D,e1*2001/116*0379*23,KN11,1A06D5B2BDA5,0,0.05,251,Nee,Nee,Nee,2455,0,2024,Geen oordeel,05,Ja,2025-05-03T00:00:00.000,2022-08-17T00:00:00.000,2013-05-03T00:00:00.000,2015-03-27T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,500,850,,,0,,,,,,,,,,,,,,,,
865,7ZLF83,Personenauto,OPEL,CORSA,20250311,20150724,1551,MPV,5,GRIJS,Niet geregistreerd,4,1229,1063,1625,1163,20140311,20150303,Geen verstrekking in Open Data,18349,Ja,4,4,,,,,M1,r. voorzitting,1625,,,,,,0.05,251,Nee,Nee,Nee,,,2024,Geen oordeel,05,Ja,2025-03-11T00:00:00.000,2015-07-24T00:00:00.000,2014-03-11T00:00:00.000,2015-03-03T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,500,750,,,0,,,,,,,,,,,,,,,,
866,7ZLF84,Personenauto,FIAT,PANDA,20241012,20220720,1426,hatchback,4,ROOD,Niet geregistreerd,4,1108,815,1255,915,20050921,20150109,Geen verstrekking in Open Data,,Ja,4,4,,,,,M1,r. bodemplaat kofferruimte,1255,,,,,,0.04,230,Nee,Nee,Nee,,,2023,Geen oordeel,05,Ja,2024-10-12T00:00:00.000,2022-07-20T00:00:00.000,2005-09-21T00:00:00.000,2015-01-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,0,,,,,,,,,,,,,,,,
